species,birdID,date,longitude,latitude
Long-billed curlew,141773,2017-07-23,-97.2132,27.6362
Long-billed curlew,141773,2017-07-30,-97.2434,27.6419
Long-billed curlew,141773,2017-07-31,-97.2487,27.639
Long-billed curlew,141773,2017-08-09,-97.2351,27.6279
Long-billed curlew,141773,2017-08-19,-97.2285,27.6344
Long-billed curlew,141773,2017-08-24,-97.2242,27.6302
Long-billed curlew,141773,2017-08-29,-97.233,27.6285
Long-billed curlew,141773,2017-09-11,-97.2043,27.6408
Long-billed curlew,141773,2017-09-16,-97.2039,27.6388
Long-billed curlew,141773,2017-10-06,-97.2156,27.6374
Long-billed curlew,141773,2017-10-11,-97.2126,27.6392
Long-billed curlew,141773,2017-11-22,-97.2113,27.6412
Long-billed curlew,141773,2017-12-01,-97.2417,27.6534
Long-billed curlew,141773,2017-12-03,-97.2379,27.6273
Long-billed curlew,141773,2017-12-06,-97.2087,27.6418
Long-billed curlew,154067,2017-03-16,-81.3117,31.3504
Long-billed curlew,154067,2017-03-17,-81.2914,31.3687
Long-billed curlew,154067,2017-03-22,-81.2807,31.3512
Long-billed curlew,154067,2017-03-22,-81.2743,31.3099
Long-billed curlew,154067,2017-03-25,-81.3015,31.3536
Long-billed curlew,154067,2017-04-03,-81.2712,31.309
Long-billed curlew,154067,2017-04-04,-81.2926,31.3537
Long-billed curlew,154067,2017-04-07,-81.2873,31.3084
Long-billed curlew,154067,2017-04-12,-101.9905,40.266
Long-billed curlew,154067,2017-04-17,-103.0624,42.0666
Long-billed curlew,154067,2017-04-18,-102.4878,44.3402
Long-billed curlew,154067,2017-04-19,-106.884,50.9171
Long-billed curlew,154067,2017-04-26,-106.8531,50.9318
Long-billed curlew,154067,2017-04-28,-106.8928,50.9261
Long-billed curlew,154067,2017-05-01,-106.9005,50.9155
Long-billed curlew,154067,2017-05-03,-106.8853,50.9235
Long-billed curlew,154067,2017-05-07,-106.8849,50.9184
Long-billed curlew,154067,2017-05-11,-106.8691,50.9343
Long-billed curlew,154069,2017-03-20,-102.4759,35.0257
Long-billed curlew,154069,2017-03-26,-102.5623,34.9918
Long-billed curlew,154069,2017-03-28,-102.4908,35.056
Long-billed curlew,154069,2017-04-01,-102.5309,34.8323
Long-billed curlew,154069,2017-04-02,-102.6246,34.9322
Long-billed curlew,154069,2017-04-03,-102.4942,34.9924
Long-billed curlew,154069,2017-04-10,-102.0569,35.7172
Long-billed curlew,154069,2017-04-14,-106.8643,50.955
Long-billed curlew,154069,2017-04-15,-106.8756,50.9883
Long-billed curlew,154069,2017-04-17,-106.8489,50.9376
Long-billed curlew,154069,2017-04-22,-106.9093,50.9196
Long-billed curlew,154069,2017-04-27,-106.8889,50.8957
Long-billed curlew,154069,2017-05-04,-106.8992,50.9145
Long-billed curlew,154069,2017-05-25,-106.8618,50.916
Long-billed curlew,154069,2017-05-25,-106.8618,50.916
Long-billed curlew,154069,2017-06-29,-106.8136,50.9117
Long-billed curlew,154069,2017-07-02,-107.0001,50.928
Long-billed curlew,154069,2017-07-03,-106.9078,51.024
Long-billed curlew,154069,2017-07-04,-106.8204,50.9124
Long-billed curlew,154069,2017-07-04,-106.821,50.9138
Long-billed curlew,154069,2017-07-05,-102.1817,36.608
Long-billed curlew,154069,2017-07-07,-102.2531,35.1435
Long-billed curlew,154069,2017-07-08,-102.343,35.15
Long-billed curlew,154069,2017-07-19,-103.4179,33.0752
Long-billed curlew,154069,2017-08-06,-103.3604,33.0724
Long-billed curlew,154069,2017-08-25,-103.3379,33.0375
Long-billed curlew,154069,2017-09-13,-103.1903,32.9061
Long-billed curlew,154069,2017-09-26,-103.4204,33.0046
Long-billed curlew,154069,2017-10-01,-103.2144,33.1311
Long-billed curlew,154069,2017-10-06,-103.1904,33.1281
Long-billed curlew,154069,2017-10-06,-103.1978,33.1361
Long-billed curlew,154069,2017-10-09,-103.0411,32.9125
Long-billed curlew,154072,2017-03-21,-97.3696,27.74
Long-billed curlew,154072,2017-03-26,-97.3354,27.7152
Long-billed curlew,154072,2017-03-27,-99.1782,33.4785
Long-billed curlew,154072,2017-03-29,-101.7202,38.4516
Long-billed curlew,154072,2017-04-01,-101.0069,43.7187
Long-billed curlew,154072,2017-04-02,-101.2928,43.8761
Long-billed curlew,154072,2017-04-03,-101.0088,43.7072
Long-billed curlew,154072,2017-04-10,-101.3219,43.9385
Long-billed curlew,154072,2017-04-10,-101.3027,43.9144
Long-billed curlew,154072,2017-04-18,-101.3204,43.9021
Long-billed curlew,154072,2017-04-21,-101.309,43.9012
Long-billed curlew,154072,2017-05-03,-101.3173,43.9156
Long-billed curlew,154074,2017-03-23,-97.3015,27.8877
Long-billed curlew,154074,2017-03-25,-101.2294,37.8289
Long-billed curlew,154074,2017-04-02,-100.9321,37.551
Long-billed curlew,154074,2017-04-04,-101.2499,37.6998
Long-billed curlew,154074,2017-06-07,-105.0584,46.5408
Long-billed curlew,154074,2017-06-22,-105.2895,46.5868
Long-billed curlew,154074,2017-06-24,-105.1211,46.5841
Long-billed curlew,154074,2017-06-27,-105.0071,46.6648
Long-billed curlew,154074,2017-06-30,-103.5464,39.5212
Long-billed curlew,154074,2017-07-12,-97.3172,27.8874
Long-billed curlew,154074,2017-09-09,-97.3436,27.8567
Long-billed curlew,154074,2017-09-23,-97.3361,27.8726
Long-billed curlew,154074,2017-09-25,-97.3229,27.9011
Long-billed curlew,154074,2017-10-08,-97.315,27.8957
Long-billed curlew,154074,2017-10-29,-97.3356,27.9788
Long-billed curlew,154074,2017-11-24,-97.3306,27.9367
Long-billed curlew,154074,2017-11-25,-97.3134,27.8712
Long-billed curlew,154074,2017-11-30,-97.327,27.9034
Long-billed curlew,154074,2017-12-06,-97.3469,27.8658
Pacific loon,Alpine 01,2017-03-27,-234.6625,36.321
Pacific loon,Alpine 01,2017-04-05,-235.8366,36.5654
Pacific loon,Alpine 01,2017-04-14,-234.8038,36.8105
Pacific loon,Alpine 01,2017-05-22,-235.0484,37.6109
Pacific loon,Alpine 01,2017-05-27,-231.5987,38.8033
Pacific loon,Alpine 01,2017-05-29,-228.7249,41.2331
Pacific loon,Alpine 01,2017-05-31,-216.7889,46.9312
Pacific loon,Alpine 01,2017-06-05,-208.3698,53.559
Pacific loon,Alpine 01,2017-06-09,-195.3085,61.2423
Pacific loon,Alpine 01,2017-06-12,-179.7831,63.4266
Pacific loon,Alpine 01,2017-06-25,-151.0136,70.3223
Pacific loon,Alpine 01,2017-07-06,-150.9947,70.306
Pacific loon,Alpine 01,2017-08-25,-151.2008,70.6677
Pacific loon,Alpine 01,2017-08-27,-151.5435,70.6457
Pacific loon,Alpine 01,2017-08-29,-151.0281,70.3176
Pacific loon,Alpine 01,2017-08-31,-150.9866,70.3273
Pacific loon,Alpine 01,2017-09-03,-151.0401,70.5955
Pacific loon,Alpine 01,2017-09-07,-151.008,70.3295
Pacific loon,Alpine 01,2017-09-09,-151.3966,70.8216
Pacific loon,Alpine 01,2017-09-12,-151.111,70.7493
Pacific loon,Alpine 01,2017-09-16,-151.0294,70.3283
Pacific loon,Alpine 01,2017-09-16,-151.0597,70.3363
Pacific loon,Alpine 01,2017-09-21,-151,70.6798
Pacific loon,Alpine 01,2017-09-23,-160.4261,71.3578
Pacific loon,Alpine 01,2017-09-28,-165.9033,70.9007
Pacific loon,Alpine 01,2017-09-30,-166.7018,70.2486
Pacific loon,Alpine 01,2017-10-04,-168.0172,70.2734
Pacific loon,Alpine 01,2017-10-06,-169.6568,65.9881
Pacific loon,Alpine 01,2017-10-09,-169.4663,66.0474
Pacific loon,Alpine 01,2017-10-18,-170.7513,65.4746
Pacific loon,Alpine 01,2017-11-02,-196.9996,58.598
Pacific loon,Alpine 01,2017-11-11,-200.5961,52.7801
Pacific loon,Alpine 01,2017-11-16,-212.6238,47.7574
Pacific loon,Alpine 01,2017-12-04,-217.1257,41.8004
Pacific loon,Alpine 03,2017-03-15,-235.4391,33.8456
Pacific loon,Alpine 03,2017-03-24,-236.0706,33.7094
Pacific loon,Alpine 03,2017-04-09,-236.3398,34.8312
Pacific loon,Alpine 03,2017-04-16,-235.9446,35.824
Pacific loon,Alpine 03,2017-04-25,-235.3065,36.6183
Pacific loon,Alpine 03,2017-04-30,-235.0009,36.8455
Pacific loon,Alpine 03,2017-05-02,-235.311,36.9016
Pacific loon,Alpine 03,2017-05-11,-235.3448,37.5868
Pacific loon,Alpine 03,2017-05-16,-227.4495,42.1395
Pacific loon,Alpine 03,2017-05-18,-217.1313,46.0705
Pacific loon,Alpine 03,2017-05-23,-204.5027,54.352
Pacific loon,Alpine 03,2017-05-25,-203.9042,56.9892
Pacific loon,Alpine 03,2017-05-27,-188.8472,60.4742
Pacific loon,Alpine 03,2017-06-03,-182.9475,62.3433
Pacific loon,Alpine 03,2017-06-05,-171.7731,64.5127
Pacific loon,Alpine 03,2017-06-08,-160.2166,70.2562
Pacific loon,Alpine 03,2017-06-15,-150.9683,70.309
Pacific loon,Alpine 03,2017-07-24,-151.0172,70.331
Pacific loon,Alpine 03,2017-08-15,-150.9605,70.323
Pacific loon,Alpine 03,2017-08-29,-151.0221,70.3299
Pacific loon,Alpine 03,2017-09-19,-151.0089,70.3337
Pacific loon,Alpine 03,2017-09-26,-151.0082,70.3352
Pacific loon,Alpine 03,2017-09-28,-154.3582,71.2484
Pacific loon,Alpine 03,2017-09-30,-152.678,71.2157
Pacific loon,Alpine 03,2017-10-02,-160.0771,71.0975
Pacific loon,Alpine 03,2017-10-02,-163.5305,70.3714
Pacific loon,Alpine 03,2017-10-05,-166.1728,69.938
Pacific loon,Alpine 03,2017-10-07,-170.9921,66.651
Pacific loon,Alpine 03,2017-10-09,-169.5831,66.2119
Pacific loon,Alpine 03,2017-11-06,-203.8481,50.8031
Pacific loon,Alpine 03,2017-11-08,-212.8459,49.1489
Pacific loon,Alpine 03,2017-11-21,-215.0857,44.1376
Pacific loon,Alpine 03,2017-11-28,-218.7107,45.2689
Pacific loon,Alpine 03,2017-12-03,-222.1054,42.5523
Pacific loon,Y-K 03,2017-03-23,-111.6216,28.3581
Pacific loon,Y-K 03,2017-04-01,-111.3647,28.2045
Pacific loon,Y-K 03,2017-04-06,-111.3874,28.11
Pacific loon,Y-K 03,2017-04-13,-112.8548,28.772
Pacific loon,Y-K 03,2017-04-15,-114.6278,30.7965
Pacific loon,Y-K 03,2017-04-20,-117.3949,33.1833
Pacific loon,Y-K 03,2017-04-22,-120.7583,35.1047
Pacific loon,Y-K 03,2017-04-24,-122.1597,37.1169
Pacific loon,Y-K 03,2017-04-24,-122.6724,37.73
Pacific loon,Y-K 03,2017-04-29,-124.299,46.9316
Pacific loon,Y-K 03,2017-05-03,-132.0913,54.6992
Pacific loon,Y-K 03,2017-05-08,-152.1842,57.538
Pacific loon,Y-K 03,2017-05-10,-158.8557,57.1216
Pacific loon,Y-K 03,2017-05-12,-162.9958,59.4589
Pacific loon,Y-K 03,2017-05-15,-165.568,60.8929
Pacific loon,Y-K 03,2017-05-19,-165.3447,61.0729
Pacific loon,Y-K 03,2017-05-21,-165.3326,61.0592
Pacific loon,Y-K 03,2017-05-26,-165.5323,60.9415
Pacific loon,Y-K 03,2017-06-04,-165.6511,61.0506
Pacific loon,Y-K 03,2017-06-20,-165.1089,61.2143
Pacific loon,Y-K 03,2017-06-23,-165.7388,60.9613
